lemma,pos,cefr_level,word_type,definition_en,definition_th,source,form,form_type,definition_th_simple
activity,noun,A1,single,"Something that people do, often for fun or work",กิจกรรม,oxford3000,activity,base,สิ่งที่คนทำ มักเพื่อความสนุกหรือเพื่อทำงาน
activity,noun,A1,single,"Something that people do, often for fun or work",กิจกรรม,oxford3000,activities,plural,สิ่งที่คนทำ มักเพื่อความสนุกหรือเพื่อทำงาน
actor,noun,A1,single,A person who plays a part in a film or play,นักแสดง,oxford3000,actor,base,คนที่แสดงบทบาทในภาพยนตร์หรือละคร
actor,noun,A1,single,A person who plays a part in a film or play,นักแสดง,oxford3000,actors,plural,คนที่แสดงบทบาทในภาพยนตร์หรือละคร
actress,noun,A1,single,A woman who plays a part in a film or play,นักแสดงหญิง,oxford3000,actress,base,ผู้หญิงที่แสดงบทบาทในภาพยนตร์หรือละคร
actress,noun,A1,single,A woman who plays a part in a film or play,นักแสดงหญิง,oxford3000,actresses,plural,ผู้หญิงที่แสดงบทบาทในภาพยนตร์หรือละคร
actual,adj,B2,single,"Real and true, not guessed","ที่เป็นจริง, ตามจริง",oxford3000,actual,base,เป็นจริงและถูกต้อง ไม่ใช่การเดา
actually,adv,A2,single,In fact; really,"จริงๆ แล้ว, อันที่จริง",oxford3000,actually,base,อันที่จริง จริงๆ แล้ว
acute,adj,C1,single,Very strong or serious; starting fast,"รุนแรง, เฉียบพลัน",oxford5000,acute,base,รุนแรงหรือร้ายแรงมาก และเกิดขึ้นอย่างรวดเร็ว
ad,noun,B1,single,A short notice that tries to sell something,โฆษณา,oxford3000,ad,base,ประกาศสั้นๆ ที่พยายามขายสินค้า
adapt,verb,B2,single,To change so you fit a new situation,"ปรับตัว, ดัดแปลง",oxford3000,adapt,base,ปรับตัวให้เข้ากับสถานการณ์ใหม่
adapt,verb,B2,single,To change so you fit a new situation,"ปรับตัว, ดัดแปลง",oxford3000,adapts,third_person,ปรับตัวให้เข้ากับสถานการณ์ใหม่
adapt,verb,B2,single,To change so you fit a new situation,"ปรับตัว, ดัดแปลง",oxford3000,adapted,past,ปรับตัวให้เข้ากับสถานการณ์ใหม่
adapt,verb,B2,single,To change so you fit a new situation,"ปรับตัว, ดัดแปลง",oxford3000,adapting,gerund,ปรับตัวให้เข้ากับสถานการณ์ใหม่
adaptation,noun,C1,single,A change that helps something fit a new use,"การปรับตัว, การดัดแปลง",oxford5000,adaptation,base,การเปลี่ยนแปลงที่ช่วยให้สิ่งใดสิ่งหนึ่งเหมาะกับการใช้งานใหม่
adaptation,noun,C1,single,A change that helps something fit a new use,"การปรับตัว, การดัดแปลง",oxford5000,adaptations,plural,การเปลี่ยนแปลงที่ช่วยให้สิ่งใดสิ่งหนึ่งเหมาะกับการใช้งานใหม่
add,verb,A1,single,To put one thing with another; to join numbers,"เพิ่ม, บวก",oxford3000,add,base,นำสิ่งหนึ่งมารวมกับอีกสิ่งหนึ่ง หรือนำตัวเลขมารวมกัน
add,verb,A1,single,To put one thing with another; to join numbers,"เพิ่ม, บวก",oxford3000,adds,third_person,นำสิ่งหนึ่งมารวมกับอีกสิ่งหนึ่ง หรือนำตัวเลขมารวมกัน
add,verb,A1,single,To put one thing with another; to join numbers,"เพิ่ม, บวก",oxford3000,added,past,นำสิ่งหนึ่งมารวมกับอีกสิ่งหนึ่ง หรือนำตัวเลขมารวมกัน
add,verb,A1,single,To put one thing with another; to join numbers,"เพิ่ม, บวก",oxford3000,adding,gerund,นำสิ่งหนึ่งมารวมกับอีกสิ่งหนึ่ง หรือนำตัวเลขมารวมกัน
addiction,noun,B2,single,A strong need for something you cannot stop using,การเสพติด,oxford5000,addiction,base,ความต้องการอย่างรุนแรงต่อสิ่งใดสิ่งหนึ่งที่หยุดใช้ไม่ได้
addiction,noun,B2,single,A strong need for something you cannot stop using,การเสพติด,oxford5000,addictions,plural,ความต้องการอย่างรุนแรงต่อสิ่งใดสิ่งหนึ่งที่หยุดใช้ไม่ได้
addition,noun,B1,single,The act of adding; a thing that is added,"การเพิ่ม, การบวก",oxford3000,addition,base,การเพิ่มเข้าไป หรือสิ่งที่ถูกเพิ่มเข้าไป
addition,noun,B1,single,The act of adding; a thing that is added,"การเพิ่ม, การบวก",oxford3000,additions,plural,การเพิ่มเข้าไป หรือสิ่งที่ถูกเพิ่มเข้าไป
